"ナインピンズ","000"
"サンダーシュート","022"
"ハシルショウグン","010"
"オースミダイナー","021"
"マイネルヨース","008"
"アイエスオーシャン","005"
"ホクセイバンドル","010"
"エビスハクオー","006"
"ニホンピロナーリー","006"
"ダンディテシオ","013"
"トミシノポルンガ","017"
"キンコーバトラ","026"
"モリユウプリンス","017"
"ムサシアスカ","008"
"ロングオリオン","013"
"シゲノビック","007"
"グレイドショウリ","005"
"ヤナヤ","019"
"ミスターガリバー","005"
"フジノシライト","007"
"ビップタイテー","004"
"ダイカツキング","007"
"マロンデューク","013"
"オーディン","010"
"ブローフォンテン","006"
"サンドピット","000"
"アトラスオーザ","011"
"アロートゥスズカ","011"
"ニュービガー","006"
"リネンホープ","010"
"ケンタオアフ","005"
"カネショウコバン","005"
"マルブツセカイオー","020"
"キクノシズカ","015"
"デルマキング","010"
"サンライフ","009"
"ストロングチェリー","007"
"リネンドリーム","007"
"メジロモネ","008"
"コガネユタカオー","008"
"ツクバホープ","004"
"トップロード","006"
"ヘイセイクラウド","016"
"ビギンライト","007"
"プレザント","008"
"ダイタクリゲル","001"
"タッケンルビー","003"
"エビスライトオー","020"
"チアズドラゴン","011"
"インターアックス","011"
"タカオレディー","016"
"ヨシフサエース","003"
"ヨカキンシャル","003"
"ジェットシーザー","026"
"ムーンディアナ","015"
"ニイミロマン","004"
"グロリーシャルマン","011"
"キャロットイッセー","014"
"コシノハナ","012"
"エステージェット","015"
"トコハル","006"
"シルクギャラリー","006"
"エルナンド","000"
"エンペラージョーンズ","000"
"アワッド","000"
"タークパサー","000"
"ランド","001"
"ソーファクチュアル","000"
"ワイルドゾーン","000"
"フラッグダウン","000"
"ジアウトバックウェイ","000"
"ノムラビッグワン","007"
"タヤスマーシャル","006"
"フィアラ","004"
"シマノリッキー","000"
"メモリーラスター","000"
"イシノルビー","005"
"タカノハシンゲキ","008"
"メモリーコール","012"
"リボンコトブキ","002"
"フジノショウブ","009"
"フジノリュウセイ","010"
"ムテキサーパス","007"
"ホウザンブレーブ","009"
"ライフアサヒ","016"
"スズハグラー","014"
"アイキューゴール","005"
"ミホロイヤル","009"
"アイディンロマン","004"
"ウエストイーデン","000"
"オープンウォール","005"
"パンサーオーカン","010"
"イチコウハヤカツ","006"
"ラブリーロッチ","004"
"ガッツバン","011"
"レッドアゲイン","017"
"ケンタハワイ","008"
"ブライアンズロマン","042"
"ホクトタイクーン","008"
"スズノサンサン","016"
"ケイシュウトライ","010"
"リワードシャノン","012"
"ハクホーライ","010"
"カルストンラナーク","019"
"ドウカンマル","011"
"ヘイセイエルザ","012"
"ブラッククイン","010"
"サンライズエンバラ","009"
"ベストロダン","005"
"ホクトムソウ","008"
"ヒノデヴィクトリー","002"
"スペクタクル","007"
"テイオーライデン","017"
"ブラッククロス","012"
"アクアライデン","008"
"アメージングレイス","010"
"ホワイトアスター","006"
"アスコットドリーム","005"
"ホゲットハヤブサ","009"
"ワールドオート","005"
"ドルフィンボーイ","005"
"マジックリーズン","006"
"タイムマシーン","021"
"エムジーシューマ","016"
"ホウエイコスモス","013"
"ケージーハーリー","002"
"ミナミグレート","012"
"クリスタルヤワタ","004"
"クリスタルオート","012"
"ドロップライン","005"
"オーバブルー","008"
"ムラノジュディ","011"
"ワールドムサシ","007"
"ナーシサス","007"
"アマゾンオペラ","017"
"ヨシノトウコウ","010"
"カネショウエイカン","007"
"インタービクトリー","010"
"プリンセスビコー","006"
"ラシアンパワー","008"
"ナイスハヤト","004"
"ヨイチオー","009"
"ローズヒルトップ","000"
"タイキフラッシュ","006"
"リンドファピアノ","001"
"エリンバード","000"
"ハートレイク","002"
"ドゥマーニ","001"
"ラシニー","000"
"ストーニーベイ","000"
"デーンウイン","000"
"ストラテジックチョイス","000"
"セリベイト","000"
"メイビーラフ","000"
"ジョンズコール","000"
"シルヴァーアーチャー","000"
"サンポテント","003"
"ミサワパール","000"
"ゲイリービューティ","000"
"ゲイリーロッキー","002"
"ゲイリーレクシー","000"
"ゲイリーハヤテ","003"
"ハートオブゴールド","004"
"マイティグレイ","004"
"ウィニングショー","000"
"サンクスメイ","000"
"ミツワハリケーン","003"
"プチローズ","000"
"ミスターマッハ","000"
"マーベラスターフ","000"
"シュルードスポート","000"
"トーシンオペラ","003"
"スワノテンリュウ","000"
"ウインオンザケーキ","001"
"サブライムシチー","000"
"センタージョンカー","000"
"フォーチュンテラー","001"
"スダウイナー","000"
"スイートビート","000"
"トアノライデン","000"
"ハコネラーク","000"
"フラッパーシチー","000"
"イブキノヤブサメ","000"
"フォレストブリーズ","000"
"ミントグリーン","000"
"ヘイワンリーフ","005"
"ヒカリルーファス","008"
"シバノーブル","000"
"マイネキルシェ","000"
"ミナミノジャック","007"
"ジュウノメガミ","006"
"トウヨウファイター","000"
"パーティーホーラー","003"
"アルマムク","000"
"メープルコート","000"
"カミノリファード","001"
"ムツミローマン","001"
"ジュウジホウセキ","001"
"ディープレッド","001"
"メルヘンローズ","000"
"トウカイプリンス","003"
"オギフロンティア","000"
"ミスティフレーバー","000"
"オギカペラ","000"
"オギパルティータ","000"
"オギアラモード","000"
"オンワードシェーン","001"
"オンワードペタール","000"
"オンワードコースト","000"
"カネトシアモール","000"
"ナムラシルバー","000"
"ステキナボーイ","000"
"ハートチェック","001"
"オギチェアマン","000"
"ダイワテシオ","000"
"ワンモアウォンチュ","003"
"コウショウコスモ","000"
"トラノデイトナ","006"
"アイシュンレビュー","000"
"ブラックレビン","000"
"エインノーサング","001"
"アルバドーロ","000"
"ハッシークイーン","001"
"セーガルスキー","004"
"インデアンジェイド","000"
"クローズアップ","001"
"メイショウアゲシオ","000"
"ワンダーレジーナ","000"
"オギセイハ","000"
"ニホンピロメリー","000"
"ポートレート","000"
"ウィンバンダム","000"
"リーベンバンブー","000"
"バンブーワンパイ","000"
"エンジェルマインド","000"
"リュウダイヤモンド","003"
"ヤマショウキロク","013"
"ヤマニンバルーン","000"
"ホワイトソルジャー","000"
"ウォーターデミ","000"
"ランドアテンション","000"
"シュートシュート","001"
"ブリザードセイバー","000"
"ミヨチャンギンガ","000"
"サザンウッド","003"
"ドルフィンシルバー","000"
"ワイドファンタム","000"
"アタゴマウント","000"
"ホウザンロマンス","006"
"エルライン","000"
"フサイチナイト","000"
"フサイチローズ","000"
"エイコウパレード","000"
"ウィップミーハード","000"
"ハギノミドルパーク","001"
"リワードファンキー","000"
"シーリリー","001"
"エヌワイセイコー","003"
"エビスラン","002"
"サントファミリー","000"
"タカサゴフジオー","000"
"ヒカルヤスオー","000"
"オギアザレア","000"
"ノンスリップデフ","000"
"ジュールドラン","000"
"トップラン","000"
"コマチヒロイン","003"
"サンライズジガー","000"
"ヒホーウン","002"
"イチエイクイン","006"
"キクノプレスト","000"
"ミエノオスカー","000"
"ウィンフェアー","000"
"レガシーレーシング","000"
"ホウザンタイガー","000"
"マキシムコスモス","000"
"ユーセイアイビーズ","000"
"マジックウインド","000"
"ミヤノクロス","000"
"スリーフレンチ","000"
"ケイエスダンサー","000"
"メイショウヤマユリ","000"
"メルシーナンバー","000"
"ドージマバルキリー","001"
"メイショウアカシア","000"
"ドラゴンフラッシュ","000"
"マンジュデンチェリ","000"
"ミルフォードリフト","000"
"ムースマイル","000"
"タニノショール","001"
"タニノサーベル","000"
"タニノルション","001"
"タニノパスワード","000"
"ルックフォアスター","000"
"ジグミクイン","008"
"アイショット","001"
"ポップスギャル","005"
"アイルックユー","002"
"フォージドカイザー","008"
"ステイードレヌ","000"
"ラインパラダイス","000"
"イチカラット","000"
"テクノパワー","000"
"ヤマノボーイ","000"
"モエ","000"
"ランザンオー","000"
"ナニワコマチ","000"
"スカイリヴリア","000"
"ブレイブマン","000"
"ナイステンション","003"
"アーネスト","000"
"オギムシャ","000"
"スロクシャナオー","000"
"ヨウメイスパーク","000"
"キョウリツホーク","000"
"ギャロップイン","003"
"プラミスイング","000"
"スズユウビ","000"
"ミスレディベンド","001"
"アズマセレーヌ","000"
"フジノアズマヒメ","000"
"アズマブランカ","001"
"ジョリフィーユ","000"
"トミオカスター","000"
"コイワバーディー","000"
"ハシルテンサイ","006"
"トワノルージュ","004"
"ウエスタンビーナス","000"
"サンシャインロード","011"
"タヤスロッコー","000"
"ゲンパチキャリー","001"
"コンブラブーラ","000"
"タマモソレイユ","000"
"ファストサンライズ","000"
"ウッドストック","000"
"ミナガワゴールド","000"
"アイノヨウラン","000"
"リンクマンシチー","000"
"アルファースマイル","000"
"ペイザマリー","001"
"ノダジュリアナ","000"
"トーセイソブリン","004"
"スーパーキック","000"
"イシノキャップ","000"
"サクラノゾミ","000"
"イシノプリンス","003"
"チョウカイスキー","000"
"ラブバラード","000"
"タテヤマボーイ","002"
"セイフクボーン","001"
"ナイキウインド","003"
"ロングカテリーナ","000"
"ランフォータックス","008"
"レガシースティング","000"
"アーチザン","000"
"ウエスタンボクサー","000"
"ウエスタンレコード","009"
"アイネスムギル","003"
"ウエスタンホワイト","004"
"ミサトガール","000"
"プレミアムドリーム","000"
"アルトクローネ","000"
"ゲニーマッハ","001"
"パラストオパール","000"
"パラストサンズ","000"
"エスプリドエール","000"
"キソジタイセイ","000"
"ヤマエーコラム","000"
"シゲルフレーズ","000"
"シマノシンシア","014"
"エンデバーシチー","000"
"ピアドリーム","000"
"ダイワスニード","000"
"デルタシチー","002"
"カガリスキー","008"
"ニューライズアイ","000"
"ビッグパレス","004"
"ヴァチュー","000"
"ミアモール","000"
"ビックノーマン","000"
"ラスタハクリュウ","000"
"フラッシュシチー","000"
"アクティブリード","000"
"オラクルハワイアン","009"
"ホーリーウォーター","000"
"ミスターカツマサ","012"
"ムーンライトハニー","000"
"キョウワテンメイ","000"
"キョウワザクラ","005"
"キョウワシアトル","000"
"ホーマンホマレ","000"
"スズノグローバル","001"
"リバティーシチー","000"
"フェイト","000"
"ブリッシュボーイ","000"
"キングオブザロード","030"
"シャトーシャープ","012"
"カルストンヘレナ","000"
"エリダヌス","000"
"リンデンバウム","005"
"ティアーモ","000"
"ラシアンサークル","004"
"イッテツアベニュー","000"
"クロスダイナー","000"
"ロッククライマー","000"
"ヒカルシーマ","004"
"キーマルシア","000"
"ウォータータイト","001"
"ニホンピロリーフ","000"
"ハナマル","000"
"ナルスパー","000"
"エムレウイン","000"
"ホマレノボサツ","000"
"エリットクイン","000"
"ビッグキング","000"
"ワールドプレイヤー","000"
"マルブツホープ","020"
"ハヤブサエイカン","000"
"ステイクオール","000"
"マイネルジェネシス","000"
"イイデサザンカ","000"
"ドージマロマン","000"
"ドージマウイナーズ","000"
"ビューテイマリ","000"
"ウランジョー","000"
"タヤスミノル","000"
"トウカイビーナス","000"
"アルファマーブル","000"
"サンライズボーイ","006"
"オグリハッピー","000"
"カイシュウロード","000"
"マドモアゼルシルク","000"
"ヴィーナスシチー","000"
"ムッシュシルク","003"
"シルキーガーデン","000"
"パルブライト","008"
"オラクルキッド","000"
"シルキーパレード","004"
"ライデンリーダー","013"
"アーサーズアラシ","000"
"エスケイフロイデ","000"
"ベストビルダー","000"
"ヨウメイクロス","000"
"ドウカンヒカリ","000"
"メイショウスコール","000"
"オブジェクト","001"
"スリリングアワー","004"
"ハッピーブライアン","002"
"パシアン","003"
"リバースエル","000"
"ロードミライ","009"
"タイレガシー","000"
"タイサルタン","000"
"タイネビューラ","000"
"トランスミッター","001"
"ロージイファイター","000"
"ポンドリリー","000"
"カバティーナ","005"
"シャロットムーン","000"
"レーマン","003"
"オッシレーター","000"
"マルサンマーベラス","000"
"シーエナジー","000"
"パリスカプルス","001"
"パリスクレンショー","003"
"フミノダイヤモンド","000"
"ヤングバルカン","000"
"スピードバトラー","000"
"オグリワン","005"
"トーエイミノル","000"
"サーストンダリア","000"
"テーブルトーク","000"
"ラストサンライズ","001"
"オキノカイオー","000"
"タイハクダイオ","000"
"マキバサイレント","013"
"ウイナーズパレード","000"
"ブラッサムレディー","000"
"インターグローバル","005"
"ラジオリサイタル","000"
"シナガワクイン","000"
"クレヨン","001"
"スペシャルトゥミー","000"
"ジョイネット","000"
"ウィザードターフ","000"
"モンスターシチー","000"
"ヨウコウ","002"
"ミラーズタイム","003"
"アカネタリヤ","007"
"ポリティトルーン","000"
"リュウアメジスト","000"
"リュウチャンピオン","000"
"サラフォース","000"
"カサイゲイン","000"
"スマコバレディ","000"
"サンカングレイス","000"
"ハクユウ","000"
"ケイシュウアイシー","006"
"エーエスファースト","000"
"アイノゲキリュウ","000"
"ボビーショット","000"
"シルバークイーン","000"
"ハクウン","000"
"センタードミノ","000"
"シャインギャロップ","000"
"サンエムキング","019"
"ツルギセンプウ","001"
"キスリーサン","000"
"パーティーゲスト","000"
"クラシックラン","000"
"レイジョウ","000"
"ダイイチスキー","000"
"レイナデュネット","000"
"ダイイチアップ","000"
"レイフレンチ","000"
"レイチャーマー","000"
"エイシンショーメン","000"
"エイシンマインド","000"
"エイシンタイタン","000"
"エイシントラジロウ","000"
"エイシンドラゴン","000"
"エイシンベーリング","000"
"フジノファクト","008"
"ジェネロー","000"
"プリンセスウィロー","000"
"マウントビジョン","000"
"ダンクエーサー","000"
"ミッチースマイル","000"
"サウンドシャワー","000"
"ブイモダン","000"
"ダンスナンバー","000"
"トピックニュース","000"
"マチカネウシワカ","000"
"ハイトップギヤー","000"
"ワンダーケレス","001"
"マイネルギフト","001"
"メモリーアクター","001"
"フローレスリーフ","009"
"ビビッドアイ","005"
"スピカランド","004"
"ラックオブベスト","000"
"テイエムチャンプ","000"
"ジョリージエン","000"
"ボーイズトゥメン","000"
"ミスターキタノホシ","003"
"マツクモ","001"
"ダイイチリュー","002"
"スーパーセンプー","005"
"ハッピーリッチ","000"
"ロケットシチー","000"
"ツカサオー","000"
"ミルフォードガール","000"
"スズロゼット","000"
"トウカイカリン","000"
"ドルフィンブルー","000"
"ショウワサファイヤ","002"
"マチカネヒガシヤマ","001"
"スルガノユメ","000"
"ハグロリュウキオー","000"
"クリアサウンド","007"
"ゲイセンアリア","000"
"ダイシンフローリス","000"
"ベストエフスリー","000"
"エーピーニシキ","001"
"キャニオンクリーク","000"
"キャニオンロック","000"
"フジミダブルベイ","001"
"ホマレノローズ","000"
"ダイイチマリコ","000"
"ケーティソング","000"
"オンナノキモチ","003"
"ヨシフサパワー","001"
"センターキャンタル","000"
"ダイイチヤサカ","000"
"フウジンモノガタリ","000"
"トリプルバイオ","000"
"マチカネシシガタニ","001"
"ダイイチレター","000"
"イースターワン","000"
"ダンディトロヴォン","001"
"トワノフレッシュ","000"
"ダンツヒーロー","000"
"オーミアマード","000"
"マイネルターゲット","000"
"ミルフォードビジン","000"
"メイデンクイーン","000"
"シロキタパワー","002"
"ヒカルヌレイエフ","000"
"シルキーポーラ","000"
"ドラールライデン","000"
"リンデンニシキ","021"
"ロイヤルテースト","000"
"モリユウストーム","011"
"ホクテンスマイル","000"
"エーワンミスト","000"
"ランポスタイム","000"
"セイカトルネード","000"
"ベロスヴェン","000"
"アロングフローラ","004"
"ダイイチチイボー","000"
"メイショウバレンテ","000"
"カルストンパゴパゴ","000"
"カルストンスマイル","000"
"サイクロンアイ","001"
"セフティキッズ","000"
"アサヒタイクーン","000"
"タッチミー","000"
"センターバジェリー","000"
"メイショウロサン","000"
"タヤスニシキ","000"
"タヤスセッツ","000"
"スナークテンユウ","000"
"ニッポーカチドキ","000"
"ウインドチェリー","002"
"オンリーブライアン","000"
"スズスプライト","000"
"エドノフジ","000"
"パパラチアクイン","000"
"マウントフィールド","000"
"フレンチルージュ","002"
"マリリバー","000"
"パンプス","000"
"ワンダーセコンド","000"
"マチカネトケイダイ","000"
"ノムラテンカムテキ","007"
"ゴウカイゴモン","010"
"キンシストロング","000"
"サテライトセイコー","000"
"グローバルワン","000"
"ファストプリンセス","000"
"イーブンパワー","000"
"ボストンパラダイス","000"
"ザレアル","000"
"ハローシャノン","000"
"ワンダーレイダー","000"
"カズノリュウセイ","015"
"カミノキラメキ","000"
"アイテイドラゴン","001"
"タケランナー","000"
"トミーズマジック","000"
"ケンジョーオー","001"
"ユーワヒスイ","000"
"ウィンザーナイス","000"
"エステートジョージ","006"
"アミフジドリーマー","000"
"イッポンテジメ","000"
"ヒャクマンバリキ","000"
"ギャラントブルー","000"
"ヨウメイグリーン","000"
"パシコダンサー","000"
"ミノリクリスティ","000"
"クリークショット","000"
"ローズシャルロット","000"
"カミカゼロケット","000"
"エスカイヤルーブル","000"
"イソノダンディー","000"
"タイニータイタニア","000"
"キセンペガサス","001"
"カルストンコテイジ","000"
"ツキフクオー","009"
"ワンダーリッチーズ","000"
"サンデーフラッシュ","005"
"メリーブルー","000"
"キーライト","006"
"オギナイスキッス","000"
"ミヤノヒーロー","013"
"マルゴブルボン","000"
"ホクテンホウオウ","006"
"ザオーサンラン","000"
"シンデンゲニウス","000"
"ナチュラルレディ","009"
